file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
mini_dense,ריתוך,5,1,TBD,False,exact,
mini_dense,וא,1,1,TBD,False,exact,
mini_dense,תהליך,1,1,TBD,False,exact,
mini_dense,חיבור,3,1,TBD,False,exact,
mini_dense,מתכות,1,1,TBD,False,exact,
mini_dense,באמצעות,2,1,TBD,False,exact,
mini_dense,חום.,1,1,TBD,False,exact,
mini_dense,בחשמל,1,1,TBD,False,exact,
mini_dense,משתמש,2,1,TBD,False,exact,
mini_dense,בקשת,1,1,TBD,False,exact,
mini_dense,חשמלית,1,1,TBD,False,exact,
mini_dense,להתכת,2,1,TBD,False,exact,
mini_dense,חומר.,1,1,TBD,False,exact,
mini_dense,בגז,1,1,TBD,False,exact,
mini_dense,בלהבה,1,1,TBD,False,exact,
mini_dense,מתכות.,1,1,TBD,False,exact,
mini_dense,שני,1,1,TBD,False,exact,
mini_dense,חלקי,1,1,TBD,False,exact,
mini_dense,פלדה,1,1,TBD,False,exact,
mini_dense,דורש,1,1,TBD,False,exact,
mini_dense,מדויק.,1,1,TBD,False,exact,
mini_dense,איכות,1,1,TBD,False,exact,
mini_dense,נבדקת,1,1,TBD,False,exact,
mini_dense,בדיקה,1,1,TBD,False,exact,
mini_dense,אולטראסונית.,1,1,TBD,False,exact,
mini_dense,תכה,1,1,TBD,False,exact,
mini_dense,מקומית,1,1,TBD,False,exact,
mini_dense,של,1,1,TBD,False,exact,
mini_dense,חומר,1,1,TBD,False,exact,
mini_dense,יוצרת,1,1,TBD,False,exact,
mini_dense,את,1,1,TBD,False,exact,
mini_dense,בין,1,1,TBD,False,exact,
mini_dense,חלקים.,1,1,TBD,False,exact,
mini_sparse,בדיקת,1,1,TBD,False,exact,
mini_sparse,איכות,1,1,TBD,False,exact,
mini_sparse,מוצר,1,1,TBD,False,exact,
mini_sparse,סופית,1,1,TBD,False,exact,
mini_sparse,מבוצעת,1,1,TBD,False,exact,
mini_sparse,במעבדה.,1,1,TBD,False,exact,
mini_sparse,איתור,1,1,TBD,False,exact,
mini_sparse,פגמים,2,1,TBD,False,exact,
mini_sparse,באמצעות,1,1,TBD,False,exact,
mini_sparse,מכשירי,1,1,TBD,False,exact,
mini_sparse,מדידה,1,1,TBD,False,exact,
mini_sparse,מדויקים.,1,1,TBD,False,exact,
mini_sparse,בדיקה,1,1,TBD,False,exact,
mini_sparse,יזואלית,1,1,TBD,False,exact,
mini_sparse,מזהה,1,1,TBD,False,exact,
mini_sparse,גלויים,1,1,TBD,False,exact,
mini_sparse,לפני,1,1,TBD,False,exact,
mini_sparse,בדיקות,1,1,TBD,False,exact,
mini_sparse,מעבדה.,1,1,TBD,False,exact,
tiny_01,פלדה.,3,1,TBD,False,exact,
tiny_01,ברזל.,1,1,TBD,False,exact,
tiny_02,חוזק,3,1,TBD,False,exact,
tiny_02,מתיחה.,3,1,TBD,False,exact,
tiny_02,שחיקה.,1,1,TBD,False,exact,
tiny_02,קורוזיה.,1,1,TBD,False,exact,
