file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
identical_a,חוזק,1,1,TBD,False,exact,
identical_a,מתיחה,1,1,TBD,False,exact,
identical_a,נמדד,1,1,TBD,False,exact,
identical_a,במעבדה.,1,1,TBD,False,exact,
identical_a,טמפרטורת,1,1,TBD,False,exact,
identical_a,התכה,1,1,TBD,False,exact,
identical_a,אושרה.,1,1,TBD,False,exact,
identical_a,רכב,1,1,TBD,False,exact,
identical_a,סגסוגת,1,1,TBD,False,exact,
identical_a,נבדק.,1,1,TBD,False,exact,
identical_b,חוזק,1,1,TBD,False,exact,
identical_b,מתיחה,1,1,TBD,False,exact,
identical_b,נמדד,1,1,TBD,False,exact,
identical_b,במעבדה.,1,1,TBD,False,exact,
identical_b,טמפרטורת,1,1,TBD,False,exact,
identical_b,התכה,1,1,TBD,False,exact,
identical_b,אושרה.,1,1,TBD,False,exact,
identical_b,רכב,1,1,TBD,False,exact,
identical_b,סגסוגת,1,1,TBD,False,exact,
identical_b,נבדק.,1,1,TBD,False,exact,
ordering_test,פלדה,2,1,TBD,False,exact,
ordering_test,ברזל.,2,1,TBD,False,exact,
ordering_test,ברזל,2,1,TBD,False,exact,
ordering_test,פלדה.,2,1,TBD,False,exact,
