file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
doc_01,פלדה,3,1,TBD,False,exact,
doc_01,יא,2,1,TBD,False,exact,
doc_01,סגסוגת,1,1,TBD,False,exact,
doc_01,של,2,1,TBD,False,exact,
doc_01,ברזל,1,1,TBD,False,exact,
doc_01,פחמן.,1,1,TBD,False,exact,
doc_01,חוזק,1,1,TBD,False,exact,
doc_01,מתיחה,1,1,TBD,False,exact,
doc_01,גבוה.,1,1,TBD,False,exact,
doc_01,טמפרטורת,1,1,TBD,False,exact,
doc_01,התכה,1,1,TBD,False,exact,
doc_01,אלף,1,1,TBD,False,exact,
doc_01,חמש,1,1,TBD,False,exact,
doc_01,מאות,1,1,TBD,False,exact,
doc_01,מעלות.,1,1,TBD,False,exact,
doc_01,משמשת,1,1,TBD,False,exact,
doc_01,בבנייה,1,1,TBD,False,exact,
doc_01,בתעשייה.,1,1,TBD,False,exact,
doc_02,אלומיניום,3,1,TBD,False,exact,
doc_02,יא,1,1,TBD,False,exact,
doc_02,מתכת,1,1,TBD,False,exact,
doc_02,קלה,1,1,TBD,False,exact,
doc_02,עמידה,1,1,TBD,False,exact,
doc_02,בפני,1,1,TBD,False,exact,
doc_02,קורוזיה.,1,1,TBD,False,exact,
doc_02,סגסוגת,1,1,TBD,False,exact,
doc_02,מכילה,1,1,TBD,False,exact,
doc_02,מגנזיום.,1,1,TBD,False,exact,
doc_02,טמפרטורת,1,1,TBD,False,exact,
doc_02,התכה,1,1,TBD,False,exact,
doc_02,נמוכה,1,1,TBD,False,exact,
doc_02,מזו,1,1,TBD,False,exact,
doc_02,של,1,1,TBD,False,exact,
doc_02,פלדה.,1,1,TBD,False,exact,
doc_02,משמש,1,1,TBD,False,exact,
doc_02,בתעופה.,1,1,TBD,False,exact,
doc_03,ניקל,3,1,TBD,False,exact,
doc_03,משמש,1,1,TBD,False,exact,
doc_03,בסגסוגות,1,1,TBD,False,exact,
doc_03,עמידות,1,1,TBD,False,exact,
doc_03,בפני,1,1,TBD,False,exact,
doc_03,חום.,1,1,TBD,False,exact,
doc_03,רכב,1,1,TBD,False,exact,
doc_03,סגסוגת,2,1,TBD,False,exact,
doc_03,כולל,1,1,TBD,False,exact,
doc_03,כרום.,1,1,TBD,False,exact,
doc_03,חוזק,1,1,TBD,False,exact,
doc_03,עולה,1,1,TBD,False,exact,
doc_03,בטמפרטורות,1,1,TBD,False,exact,
doc_03,גבוהות.,1,1,TBD,False,exact,
doc_03,נמצא,1,1,TBD,False,exact,
doc_03,גם,1,1,TBD,False,exact,
doc_03,במצברים.,1,1,TBD,False,exact,
doc_04,כרום,4,1,TBD,False,exact,
doc_04,יוצר,1,1,TBD,False,exact,
doc_04,שכבת,1,1,TBD,False,exact,
doc_04,גנה,1,1,TBD,False,exact,
doc_04,על,1,1,TBD,False,exact,
doc_04,פני,1,1,TBD,False,exact,
doc_04,שטח.,1,1,TBD,False,exact,
doc_04,סגסוגת,1,1,TBD,False,exact,
doc_04,מכילה,1,1,TBD,False,exact,
doc_04,עמידה,1,1,TBD,False,exact,
doc_04,במיוחד.,1,1,TBD,False,exact,
doc_04,משמש,1,1,TBD,False,exact,
doc_04,בתעשייה,1,1,TBD,False,exact,
doc_04,כימית.,1,1,TBD,False,exact,
doc_04,ציפוי,1,1,TBD,False,exact,
doc_04,מונע,1,1,TBD,False,exact,
doc_04,קורוזיה.,1,1,TBD,False,exact,
