file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
mwe_idiomatic,תהליך,1,1,TBD,False,exact,
mwe_idiomatic,לך,1,1,TBD,False,exact,
mwe_idiomatic,חלק,1,1,TBD,False,exact,
mwe_idiomatic,כמו,1,1,TBD,False,exact,
mwe_idiomatic,משי.,1,1,TBD,False,exact,
mwe_idiomatic,תוצאות,1,1,TBD,False,exact,
mwe_idiomatic,מדברות,1,1,TBD,False,exact,
mwe_idiomatic,בעד,1,1,TBD,False,exact,
mwe_idiomatic,עצמן.,1,1,TBD,False,exact,
mwe_idiomatic,מהנדס,1,1,TBD,False,exact,
mwe_idiomatic,שם,1,1,TBD,False,exact,
mwe_idiomatic,את,1,1,TBD,False,exact,
mwe_idiomatic,כל,1,1,TBD,False,exact,
mwe_idiomatic,ביצים,1,1,TBD,False,exact,
mwe_idiomatic,בסל,1,1,TBD,False,exact,
mwe_idiomatic,אחד.,1,1,TBD,False,exact,
mwe_idiomatic,פרויקט,1,1,TBD,False,exact,
mwe_idiomatic,עלה,1,1,TBD,False,exact,
mwe_idiomatic,על,1,1,TBD,False,exact,
mwe_idiomatic,שרטון.,1,1,TBD,False,exact,
mwe_technical,בדיקה,1,1,TBD,False,exact,
mwe_technical,לא,1,1,TBD,False,exact,
mwe_technical,רסנית,1,1,TBD,False,exact,
mwe_technical,מזהה,1,1,TBD,False,exact,
mwe_technical,פגמים.,1,1,TBD,False,exact,
mwe_technical,חומר,1,1,TBD,False,exact,
mwe_technical,מרוכב,1,1,TBD,False,exact,
mwe_technical,מסיבי,1,1,TBD,False,exact,
mwe_technical,פחמן,1,1,TBD,False,exact,
mwe_technical,קל,1,1,TBD,False,exact,
mwe_technical,במיוחד.,1,1,TBD,False,exact,
mwe_technical,טמפרטורת,1,1,TBD,False,exact,
mwe_technical,חדר,1,1,TBD,False,exact,
mwe_technical,משפיעה,1,1,TBD,False,exact,
mwe_technical,על,1,1,TBD,False,exact,
mwe_technical,תוצאות.,1,1,TBD,False,exact,
mwe_technical,לחץ,1,1,TBD,False,exact,
mwe_technical,אטמוספירי,1,1,TBD,False,exact,
mwe_technical,נמדד.,1,1,TBD,False,exact,
