file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
tm_dedup_01,בדיקת,3,1,TBD,False,exact,
tm_dedup_01,איכות,3,1,TBD,False,exact,
tm_dedup_01,בוצעה,1,1,TBD,False,exact,
tm_dedup_01,על,1,1,TBD,False,exact,
tm_dedup_01,כל,1,1,TBD,False,exact,
tm_dedup_01,דגמים.,1,1,TBD,False,exact,
tm_dedup_01,כללה,1,1,TBD,False,exact,
tm_dedup_01,בדיקה,1,1,TBD,False,exact,
tm_dedup_01,יזואלית,1,1,TBD,False,exact,
tm_dedup_01,מדידה.,1,1,TBD,False,exact,
tm_dedup_01,תוצאות,1,1,TBD,False,exact,
tm_dedup_01,תועדו,1,1,TBD,False,exact,
tm_dedup_01,בפרוטוקול.,1,1,TBD,False,exact,
tm_dedup_01,שחיקה,2,1,TBD,False,exact,
tm_dedup_01,נמדדה,1,1,TBD,False,exact,
tm_dedup_01,לאחר,1,1,TBD,False,exact,
tm_dedup_01,אלף,1,1,TBD,False,exact,
tm_dedup_01,מחזורים.,1,1,TBD,False,exact,
tm_dedup_01,ייתה,1,1,TBD,False,exact,
tm_dedup_01,מינימלית,1,1,TBD,False,exact,
tm_dedup_01,בשכבת,1,1,TBD,False,exact,
tm_dedup_01,הגנה.,1,1,TBD,False,exact,
tm_stable_01,חוזק,3,1,TBD,False,exact,
tm_stable_01,מתיחה,3,1,TBD,False,exact,
tm_stable_01,נבדק,1,1,TBD,False,exact,
tm_stable_01,בשלושה,1,1,TBD,False,exact,
tm_stable_01,דגמים.,1,1,TBD,False,exact,
tm_stable_01,ממוצע,1,1,TBD,False,exact,
tm_stable_01,יה,1,1,TBD,False,exact,
tm_stable_01,מגהפסקל.,1,1,TBD,False,exact,
tm_stable_01,עולה,1,1,TBD,False,exact,
tm_stable_01,לאחר,1,1,TBD,False,exact,
tm_stable_01,טיפול,1,1,TBD,False,exact,
tm_stable_01,בחום.,1,1,TBD,False,exact,
tm_stable_01,טמפרטורת,1,1,TBD,False,exact,
tm_stable_01,התכה,1,1,TBD,False,exact,
tm_stable_01,של,1,1,TBD,False,exact,
tm_stable_01,סגסוגת,1,1,TBD,False,exact,
tm_stable_01,יא,1,1,TBD,False,exact,
tm_stable_01,מעלות.,1,1,TBD,False,exact,
tm_stable_01,רכב,1,1,TBD,False,exact,
tm_stable_01,סגסוגת:,1,1,TBD,False,exact,
tm_stable_01,"כרום,",1,1,TBD,False,exact,
tm_stable_01,ניקל.,1,1,TBD,False,exact,
