file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
canon_construct,טמפרטורת,2,1,TBD,False,exact,
canon_construct,התכה,3,1,TBD,False,exact,
canon_construct,של,2,1,TBD,False,exact,
canon_construct,פלדה,1,1,TBD,False,exact,
canon_construct,יא,1,1,TBD,False,exact,
canon_construct,אלף,1,1,TBD,False,exact,
canon_construct,חמש,1,1,TBD,False,exact,
canon_construct,מאות,1,1,TBD,False,exact,
canon_construct,מעלות.,1,1,TBD,False,exact,
canon_construct,אלומיניום,1,1,TBD,False,exact,
canon_construct,נמוכה,1,1,TBD,False,exact,
canon_construct,יותר.,1,1,TBD,False,exact,
canon_construct,טמפרטורות,1,1,TBD,False,exact,
canon_construct,נמדדו,1,1,TBD,False,exact,
canon_construct,במעבדה.,1,1,TBD,False,exact,
canon_construct,טמפרטורה,1,1,TBD,False,exact,
canon_construct,גבוהה,1,1,TBD,False,exact,
canon_construct,משפיעה,1,1,TBD,False,exact,
canon_construct,על,1,1,TBD,False,exact,
canon_construct,חומר.,1,1,TBD,False,exact,
canon_construct,גבוהות,1,1,TBD,False,exact,
canon_construct,גרמו,1,1,TBD,False,exact,
canon_construct,לשינוי,1,1,TBD,False,exact,
canon_construct,במבנה.,1,1,TBD,False,exact,
canon_det_variants,סגסוגת,1,1,TBD,False,exact,
canon_det_variants,חדשה,1,1,TBD,False,exact,
canon_det_variants,פותחה,1,1,TBD,False,exact,
canon_det_variants,במעבדה.,1,1,TBD,False,exact,
canon_det_variants,עברה,1,1,TBD,False,exact,
canon_det_variants,בדיקות.,1,1,TBD,False,exact,
canon_det_variants,סגסוגות,1,1,TBD,False,exact,
canon_det_variants,חדשות,1,1,TBD,False,exact,
canon_det_variants,נוסו,1,1,TBD,False,exact,
canon_det_variants,בתנאים,1,1,TBD,False,exact,
canon_det_variants,שונים.,1,1,TBD,False,exact,
canon_det_variants,רכב,1,1,TBD,False,exact,
canon_det_variants,אושר.,1,1,TBD,False,exact,
canon_det_variants,תוצאות,1,1,TBD,False,exact,
canon_det_variants,יו,1,1,TBD,False,exact,
canon_det_variants,מצוינות.,1,1,TBD,False,exact,
canon_variants,ניקל,3,1,TBD,False,exact,
canon_variants,וא,1,1,TBD,False,exact,
canon_variants,יסוד,1,1,TBD,False,exact,
canon_variants,חשוב.,1,1,TBD,False,exact,
canon_variants,שימוש,1,1,TBD,False,exact,
canon_variants,בניקל,1,1,TBD,False,exact,
canon_variants,נפוץ,1,1,TBD,False,exact,
canon_variants,בתעשייה.,1,1,TBD,False,exact,
canon_variants,תכונות,1,1,TBD,False,exact,
canon_variants,כוללות,1,1,TBD,False,exact,
canon_variants,עמידות,1,1,TBD,False,exact,
canon_variants,בחום.,1,1,TBD,False,exact,
canon_variants,סגסוגת,1,1,TBD,False,exact,
canon_variants,עם,1,1,TBD,False,exact,
canon_variants,כרום,1,1,TBD,False,exact,
canon_variants,יציבה.,1,1,TBD,False,exact,
canon_variants,משמש,1,1,TBD,False,exact,
canon_variants,גם,1,1,TBD,False,exact,
canon_variants,במצברים.,1,1,TBD,False,exact,
canon_variants,יישומי,1,1,TBD,False,exact,
canon_variants,חדשים,1,1,TBD,False,exact,
canon_variants,פותחו,1,1,TBD,False,exact,
canon_variants,לאחרונה.,1,1,TBD,False,exact,
