file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
abbr_hebrew,פרופ׳,1,1,TBD,False,exact,
abbr_hebrew,כהן,1,1,TBD,False,exact,
abbr_hebrew,פרסם,1,1,TBD,False,exact,
abbr_hebrew,מאמר.,1,1,TBD,False,exact,
abbr_hebrew,ד״ר,1,1,TBD,False,exact,
abbr_hebrew,לוי,1,1,TBD,False,exact,
abbr_hebrew,בדק,1,1,TBD,False,exact,
abbr_hebrew,את,2,1,TBD,False,exact,
abbr_hebrew,תוצאות.,1,1,TBD,False,exact,
abbr_hebrew,מהנדס,1,1,TBD,False,exact,
abbr_hebrew,ב׳,1,1,TBD,False,exact,
abbr_hebrew,גיש,1,1,TBD,False,exact,
abbr_hebrew,דו״ח.,1,1,TBD,False,exact,
abbr_hebrew,מר,1,1,TBD,False,exact,
abbr_hebrew,ישראלי,1,1,TBD,False,exact,
abbr_hebrew,גיע,1,1,TBD,False,exact,
abbr_hebrew,למעבדה.,1,1,TBD,False,exact,
decimals,טמפרטורה,1,1,TBD,False,exact,
decimals,ייתה,2,1,TBD,False,exact,
decimals,מעלות.,1,1,TBD,False,exact,
decimals,לחץ,1,1,TBD,False,exact,
decimals,עמד,1,1,TBD,False,exact,
decimals,על,1,1,TBD,False,exact,
decimals,מגהפסקל.,1,1,TBD,False,exact,
decimals,תוצאה,1,1,TBD,False,exact,
decimals,אחוז.,1,1,TBD,False,exact,
decimals,מספר,1,1,TBD,False,exact,
decimals,אושר.,1,1,TBD,False,exact,
multi_punct,אם,1,1,TBD,False,exact,
multi_punct,תהליך,1,1,TBD,False,exact,
multi_punct,תקין???,1,1,TBD,False,exact,
multi_punct,כן!!!,1,1,TBD,False,exact,
multi_punct,תוצאה,1,1,TBD,False,exact,
multi_punct,טובה...,1,1,TBD,False,exact,
multi_punct,בהחלט.,1,1,TBD,False,exact,
multi_punct,אולי...,1,1,TBD,False,exact,
multi_punct,נבדוק,1,1,TBD,False,exact,
multi_punct,שוב.,1,1,TBD,False,exact,
no_period,פלדה,1,1,TBD,False,exact,
no_period,יא,2,1,TBD,False,exact,
no_period,סגסוגת,1,1,TBD,False,exact,
no_period,ברזל.,1,1,TBD,False,exact,
no_period,חוזק,1,1,TBD,False,exact,
no_period,מתיחה,1,1,TBD,False,exact,
no_period,גבוה.,1,1,TBD,False,exact,
no_period,טמפרטורת,1,1,TBD,False,exact,
no_period,התכה,1,1,TBD,False,exact,
no_period,אלף,1,1,TBD,False,exact,
no_period,חמש,1,1,TBD,False,exact,
no_period,מאות,1,1,TBD,False,exact,
no_period,מעלות,1,1,TBD,False,exact,
