file_id,lemma,expected_freq,expected_doc_freq,expected_pos_primary,is_det_surface,expectation_type,comment
long_construct,חוזק,1,1,TBD,False,exact,
long_construct,מתיחה,1,1,TBD,False,exact,
long_construct,של,1,1,TBD,False,exact,
long_construct,פלדה.,1,1,TBD,False,exact,
long_construct,רכב,1,1,TBD,False,exact,
long_construct,סגסוגת,1,1,TBD,False,exact,
long_construct,חדשה.,1,1,TBD,False,exact,
long_construct,טמפרטורת,1,1,TBD,False,exact,
long_construct,התכה,1,1,TBD,False,exact,
long_construct,גבוהה.,1,1,TBD,False,exact,
long_construct,בדיקת,1,1,TBD,False,exact,
long_construct,איכות,1,1,TBD,False,exact,
long_construct,סופית.,1,1,TBD,False,exact,
long_construct,שכבת,1,1,TBD,False,exact,
long_construct,הגנה,1,1,TBD,False,exact,
long_construct,דקה.,1,1,TBD,False,exact,
nested_construct,תוצאות,1,1,TBD,False,exact,
nested_construct,בדיקת,1,1,TBD,False,exact,
nested_construct,איכות,1,1,TBD,False,exact,
nested_construct,מוצר,1,1,TBD,False,exact,
nested_construct,סופי.,1,1,TBD,False,exact,
nested_construct,נתוני,1,1,TBD,False,exact,
nested_construct,טמפרטורת,1,1,TBD,False,exact,
nested_construct,התכה,1,1,TBD,False,exact,
nested_construct,גבוהה.,1,1,TBD,False,exact,
nested_construct,רכב,1,1,TBD,False,exact,
nested_construct,שכבת,1,1,TBD,False,exact,
nested_construct,הגנה,1,1,TBD,False,exact,
nested_construct,כימית.,1,1,TBD,False,exact,
short_construct,חוזק,1,1,TBD,False,exact,
short_construct,מתיחה.,1,1,TBD,False,exact,
short_construct,שכבת,1,1,TBD,False,exact,
short_construct,גנה.,1,1,TBD,False,exact,
short_construct,בדיקת,1,1,TBD,False,exact,
short_construct,איכות.,1,1,TBD,False,exact,
short_construct,טמפרטורת,1,1,TBD,False,exact,
short_construct,תכה.,1,1,TBD,False,exact,
short_construct,רכב,1,1,TBD,False,exact,
short_construct,סגסוגת.,1,1,TBD,False,exact,
